Questions,Blooms Taxonomy
"A Relation R has four attribute ABCD. For each of the following sets of FD, do the following: (i) Identify the candidate key(s) for R.",analyze
"Identify the best normal form that R satisfies (1NF, 2NF, 3NF, or BCNF).",analyze
"If R is not in BCNF, decompose it into a set of BCNF relations that preserve the dependencies.",analyze
Draw and E-R diagram illustrating the use of all three additional entity sets listed.,create
"What is Functional Dependency? Find the Minimal Cover or Irreducible set from the following functional dependencies given {A → BC, B → C, AB → D}",analyze
What is the capital of France?,remember
Name the four primary colors.,remember
What is the formula for water?,remember
List the planets in our solar system.,remember
Explain the concept of inertia.,analyze
What is the difference between a metaphor and a simile?,remember
What is the purpose of a thesis statement?,remember
Develop a new theory to explain a particular phenomenon in your field of study.,create
create a business plan for a new startup.,create
